SgID,ZhangScore
17042,0.642903
17043,0.634918
17053,0.631538
17056,0.903656
17058,0.61025
17059,0.449769
17060,0.387105
17061,0.221453
17062,0.125935
17063,0.167375
17066,0.424872
17071,0.491241
17072,0.502642
17073,0.496579
17074,0.500186
17075,0.693813
17076,0.538905
17077,0.527689
17079,0.552884
17080,0.823992
17096,0.300661
17108,0.555877
17109,0.651647
17124,0.819994
17125,0.723327
17126,0.627706
17142,0.733996
17143,0.728384
17151,0.651393
17152,0.653283
17154,0.53256
17155,0.702996
17177,0.913316
17226,0.75777
17237,0.548268
17239,0.657084
17240,0.696579
17241,0.613173
17242,0.43748
17253,0.665501
17265,0.503222
17266,0.531387
17267,0.369925
17268,0.499156
17277,0.647988
17280,0.711639
17290,0.639
17303,0.634907
17304,0.515421
17315,0.55686
17316,0.633479
17317,0.670777
17318,0.58202
17324,0.745218
17328,0.639771
17330,0.539798
17331,0.634453
17332,0.327175
17333,0.566192
17342,0.687675
17343,0.720329
17344,0.664477
17349,0.317485
17350,0.212573
17365,0.41521
17366,0.315979
17367,0.210731
17368,0.675638
17377,0.283588
17378,0.79149
17387,0.533094
17395,0.783768
17440,0.208775
17441,0.227463
17456,0.328181
17457,0.488586
17458,0.567496
17465,0.267754
17471,0.60796
17480,0.411848
17482,0.813964
17483,0.835863
17484,0.840339
17485,0.622881
17486,0.650977
17487,0.731727
17488,0.347009
17492,0.665312
17494,0.50804
17498,0.696312
17499,0.778269
17500,0.630324
17501,0.606382
17503,0.284631
17507,0.323837
17508,0.40083
17510,0.277951
17517,0.394255
17525,0.744637
17526,0.757011
17527,0.695975
17528,0.534225
17529,0.324883
17530,0.411215
17537,0.239994
17538,0.422635
17539,0.407205
17540,0.400919
17543,0.15444
17544,0.360514
17545,0.40876
17546,0.279521
17547,0.442317
17550,0.524015
17551,0.686369
17552,0.600741
17553,0.529284
17554,0.550158
17555,0.49213
17560,0.638741
17561,0.713777
17562,0.747587
17563,0.708286
17564,0.635045
17565,0.707995
17566,0.82665
17567,0.802411
17568,0.733696
17579,0.787179
17587,0.803615
17588,0.721769
17589,0.573656
17590,0.399332
17591,0.458811
17592,0.63519
17593,0.724593
17594,0.75792
17595,0.609308
17597,0.499454
17600,0.4116
17601,0.497661
17602,0.491964
17603,0.399834
17606,0.40355
17607,0.404263
17608,0.394172
17609,0.350051
17610,0.356461
17611,0.32979
17622,0.612047
17623,0.814643
17624,0.873885
17625,0.909751
17628,0.494334
17629,0.499405
17630,0.33553
17631,0.320942
17632,0.165405
17633,0.239563
17634,0.169017
17637,0.209843
17639,0.552012
17642,0.230505
17643,0.205008
17645,0.486347
17646,0.315111
17647,0.685306
17648,0.737248
17656,0.60826
17678,0.868592
17686,0.377742
17694,0.624318
17695,0.5707
17696,0.641239
17697,0.669525
17698,0.41092
17702,0.422115
17706,0.685591
17707,0.682406
17708,0.526547
17709,0.38866
17710,0.607514
17717,0.674459
17718,0.671664
17720,0.690211
17721,0.641522
17722,0.689264
17723,0.718184
17724,0.697994
17725,0.680233
17728,0.954633
17729,0.931005
17738,0.560687
17739,0.74865
17740,0.881331
17741,0.771619
17743,0.220863
17744,0.334814
17745,0.573152
17746,0.698219
17747,0.663281
17751,0.362921
17754,0.409296
17755,0.47133
17756,0.447498
17761,0.641511
17762,0.705659
17775,0.67371
17778,0.608683
17779,0.688353
17780,0.671505
17781,0.492726
17782,0.247962
17783,0.384096
17789,0.677045
17790,0.32454
17793,0.676803
17794,0.686924
17798,0.356541
17799,0.712553
17800,0.660962
17801,0.329871
17802,0.188736
17814,0.581852
17815,0.58424
17816,0.700107
17817,0.650046
17819,0.808634
17820,0.625322
17826,0.703452
17831,0.0833378
17832,0.240552
17833,0.370811
17834,0.707807
17842,0.190199
17848,0.291476
17851,0.550625
17853,0.51412
17862,0.333674
17865,0.393389
17866,0.51398
17867,0.173845
17868,0.412444
17873,0.370469
17875,0.708381
17876,0.575331
17880,0.305477
17881,0.605706
17882,0.655196
17883,0.399307
17884,0.46317
17885,0.245403
17892,0.197593
17897,0.796955
17898,0.420457
17902,0.52132
17905,0.497568
17909,0.25706
17914,0.857049
17915,0.885003
17916,0.928699
17917,0.894617
17918,0.933233
17930,0.927291
17938,0.72101
17939,0.705708
17940,0.706876
17941,0.743838
17942,0.824896
17944,0.188659
17945,0.0729766
17951,0.901575
17958,0.830708
17959,0.831924
17960,0.883913
17969,0.511579
17974,0.843635
17988,0.92147
17992,0.822756
18002,0.41472
18003,0.367289
18004,0.302573
18005,0.277666
18009,0.563421
18023,0.647725
18026,0.611676
18027,0.617403
18028,0.575693
18047,0.633794
18048,0.56847
18056,0.705033
18057,0.840656
18092,0.668045
18093,0.686195
18100,0.692788
18107,0.562664
18108,0.72934
18115,0.700132
18116,0.78637
18132,0.290316
18133,0.341673
18134,0.303786
18135,0.226418
18136,0.334637
18137,0.257194
18138,0.202481
18142,0.643179
18147,0.510951
18148,0.470003
18149,0.337774
18152,0.568831
18162,0.569041
18164,0.545051
18180,0.285631
18181,0.803302
18186,0.714624
18187,0.809832
18190,0.837431
18196,0.386987
18204,0.450656
18244,0.745588
18254,0.584782
18255,0.579079
18264,0.256488
18275,0.398822
18276,0.221903
18284,0.75365
18286,0.545715
18287,0.584289
18311,0.269029
18312,0.344584
18319,0.725232
18324,0.697105
18330,0.613464
18336,0.645364
18338,0.40817
18339,0.44088
18350,0.481109
18351,0.50475
18352,0.489954
18359,0.472124
18363,0.52578
18375,0.255
18392,0.644615
18402,0.554536
18410,0.57957
18411,0.520172
18418,0.468247
18419,0.555663
18421,0.515233
18427,0.586803
18428,0.345304
18433,0.788129
18434,0.823946
18435,0.812777
18447,0.84945
18448,0.719972
18449,0.184133
18457,0.140996
18471,0.178119
18484,0.0619442
18497,0.0770343
20062,0.185293
20551,0.284312
20552,0.239024
20568,0.299704
20569,0.452249
20586,0.92708
20587,0.922877
20751,0.630612
20752,0.516156
20761,0.195816
20768,0.23754
20769,0.526788
20770,0.49313
20777,0.424154
20778,0.495202
20791,0.381096
20827,0.666073
21033,0.566502
21034,0.642677
21035,0.459756
21037,0.232026
21038,0.260889
21049,0.266964
21060,0.25849
21062,0.704447
21063,0.719749
21136,0.331146
21138,0.246701
21139,0.267178
21143,0.260291
21144,0.333368
21145,0.41281
21146,0.567861
21228,0.469276
21229,0.474368
21232,0.478324
21245,0.426067
21246,0.416757
21249,0.603868
21317,0.436715
21325,0.261835
21328,0.51052
21341,0.533745
21342,0.590243
21350,0.644566
21357,0.500237
21358,0.580424
21386,0.595297
21388,0.617839
21398,0.411781
21404,0.175274
21405,0.131872
21406,0.244885
21407,0.248123
21408,0.306164
21428,0.272716
21429,0.152738
21596,0.431752
21600,0.522948
21601,0.319673
22890,0.292411
22891,0.493637
22892,0.713463
22894,0.478172
22896,0.405094
22902,0.635363
22906,0.36902
22907,0.17821
22908,0.33288
22909,0.360231
22910,0.463099
22911,0.544133
22912,0.409751
22913,0.792467
22914,0.786332
22926,0.936639
22928,0.627656
22929,0.524935
22935,0.511558
22936,0.631551
22939,0.611219
22940,0.446181
22941,0.411494
22942,0.434354
22943,0.268561
22944,0.216844
22956,0.412849
22958,0.449826
22959,0.347666
22962,0.778116
22969,0.642583
22970,0.688962
22971,0.637326
22972,0.486357
22973,0.487968
22978,0.336402
22983,0.359356
22984,0.197139
22985,0.334955
23005,0.873707
23006,0.90866
23007,0.89319
23009,0.404636
23017,0.249716
23018,0.328631
23022,0.480183
23034,0.620622
23035,0.464564
23036,0.617053
23037,0.427259
23043,0.583156
23047,0.658238
23048,0.340849
23056,0.502358
23057,0.422279
23064,0.353832
23072,0.270318
23075,0.735645
23076,0.724534
23077,0.621879
23078,0.608072
23079,0.558483
23080,0.383893
23086,0.834174
23087,0.536599
23092,0.407856
23093,0.378932
23099,0.880933
23100,0.744326
23101,0.771976
23114,0.733451
23115,0.752842
23116,0.662772
23117,0.941623
23124,0.427429
23125,0.316408
23126,0.430096
23131,0.54094
23137,0.62745
23138,0.622814
23152,0.658833
23161,0.597232
23164,0.596071
23208,0.579432
23212,0.464881
23213,0.452383
23219,0.344911
23220,0.512271
23225,0.330056
23226,0.339033
23227,0.43581
23228,0.478956
23229,0.743677
23239,0.461988
23241,0.683238
23245,0.380565
23246,0.490801
23251,0.534642
23254,0.443591
23257,0.443567
23258,0.537556
23259,0.485918
23262,0.918123
23263,0.883182
23264,0.906593
23265,0.751003
23266,0.706273
23267,0.65553
23269,0.59094
23270,0.50237
23271,0.440997
23276,0.520036
23277,0.556971
23278,0.477583
23279,0.475492
23281,0.805251
23282,0.64887
23299,0.839698
23311,0.857352
23342,0.549796
23372,0.666397
23373,0.599668
23374,0.735451
23389,0.294894
23390,0.317622
23409,0.738083
23410,0.635759
23431,0.647749
23434,0.329257
23435,0.320477
23436,0.316794
23437,0.378216
23438,0.281506
23445,0.761116
23447,0.274116
23448,0.50474
23455,0.423847
23473,0.463867
23474,0.4223
23486,0.660661
23488,0.869235
23489,0.790507
23490,0.881888
23491,0.288748
23492,0.658056
23494,0.847946
23500,0.187896
23501,0.363773
23502,0.544814
23503,0.530926
23504,0.635034
23508,0.37444
23509,0.452479
23510,0.360741
23511,0.413003
23512,0.320374
23513,0.274956
23514,0.370255
23515,0.357535
23517,0.273831
23521,0.275456
23522,0.32562
23524,0.425743
23527,0.418072
23528,0.480625
23529,0.429684
23530,0.705864
23532,0.373327
23533,0.367224
23539,0.543741
23547,0.389426
23549,0.513034
23550,0.551146
23551,0.428975
23552,0.302931
23553,0.267279
23554,0.24872
23555,0.290009
23556,0.356998
23562,0.286812
23570,0.705474
23571,0.678573
23572,0.789505
23573,0.832522
23575,0.629217
23576,0.400569
23577,0.513725
23578,0.587632
23579,0.570494
23581,0.474182
23582,0.443806
23583,0.454187
23584,0.334763
23594,0.444472
23595,0.408267
23596,0.380385
23597,0.501736
23599,0.739809
23600,0.943826
23601,0.902846
23602,0.783637
23603,0.862795
23617,0.934377
23618,0.540591
23619,0.733527
23620,0.577407
23621,0.372534
23625,0.550243
23628,0.523868
23629,0.505733
23630,0.571564
23631,0.624092
23634,0.30575
23635,0.397331
23640,0.797422
23641,0.663406
23646,0.21135
23647,0.411818
23648,0.484016
23649,0.343047
23653,0.279414
23654,0.279311
23659,0.259327
23665,0.313602
23666,0.306084
23668,0.609148
23669,0.513525
23670,0.537479
23677,0.71323
23684,0.553803
23685,0.722298
23687,0.708501
23688,0.651313
23689,0.584324
23690,0.487044
23691,0.291858
23692,0.39734
23693,0.17839
23699,0.748998
23701,0.398132
23707,0.431703
23708,0.690776
23709,0.77858
23712,0.804854
23739,0.497958
23744,0.789567
23745,0.678664
23750,0.655354
23751,0.689492
23776,0.773851
23777,0.730212
23778,0.731843
23779,0.733504
23789,0.875682
23796,0.329924
23797,0.2651
23798,0.218594
23799,0.351645
23800,0.381959
23801,0.376828
23803,0.716044
23804,0.604379
23805,0.746913
23806,0.841548
23807,0.70185
23811,0.752337
23813,0.237103
23814,0.332577
23815,0.359493
23816,0.661777
23817,0.688746
23822,0.68095
23823,0.459457
23824,0.283475
23825,0.472811
23826,0.597494
23834,0.67415
23835,0.777674
23836,0.587623
23837,0.56711
23838,0.750948
23840,0.644747
23841,0.624706
23842,0.554913
23843,0.465501
23847,0.593161
23849,0.331214
23855,0.560517
23856,0.503212
23858,0.539616
23859,0.792654
23865,0.887195
23870,0.907718
23871,0.911111
23880,0.356035
23881,0.39065
23882,0.333778
23883,0.517153
23884,0.606218
23885,0.534823
23889,0.752898
23890,0.708461
23896,0.251683
23898,0.671559
23899,0.695868
23900,0.78631
23901,0.763091
23903,0.444615
23904,0.313796
23908,0.598644
23915,0.435226
23916,0.520403
23917,0.650785
23933,0.473372
23934,0.323745
23950,0.214934
23955,0.373671
23960,0.544558
23961,0.314415
23962,0.734331
23963,0.569944
23975,0.598131
23979,0.494137
23980,0.693047
23991,0.691065
23992,0.444444
23994,0.50203
23995,0.328197
23996,0.328629
24000,0.756877
24005,0.567246
24007,0.720311
24008,0.642453
24009,0.780865
24017,0.787675
24058,0.548829
24059,0.259787
24066,0.197031
24068,0.2421
24069,0.443617
24070,0.59434
24071,0.398598
24077,0.203247
24078,0.193762
24079,0.221992
24080,0.337138
24081,0.383356
24093,0.213618
24094,0.665477
24103,0.763761
24104,0.842915
24105,0.616933
24124,0.403059
24132,0.268507
24146,0.316529
24147,0.293313
24154,0.249155
24160,0.297568
24165,0.365668
24166,0.561668
24168,0.4427
24182,0.0647012
24185,0.0423806
24186,0.0547792
24195,0.438742
24196,0.34021
24199,0.0675729
24202,0.31744
24203,0.808856
24204,0.93341
24212,0.674543
24213,0.749442
24219,0.81513
24222,0.720417
24224,0.897926
24225,0.817292
24226,0.849628
24227,0.791642
24228,0.691559
24234,0.843295
24235,0.745487
24239,0.8108
24240,0.844744
24241,0.712954
24242,0.823457
24243,0.505566
24255,0.664226
24256,0.622669
24257,0.362219
24258,0.623247
24264,0.81093
24265,0.815047
24270,0.623753
24271,0.654281
24272,0.79937
24273,0.910281
24274,0.87578
24275,0.770677
24287,0.785688
24288,0.798699
24310,0.735895
24311,0.683486
24312,0.638869
24313,0.397769
24316,0.274724
24323,0.251581
24324,0.345581
24325,0.414774
24326,0.622495
24327,0.66987
24328,0.61943
24342,0.78952
24343,0.715918
24358,0.414526
24359,0.54758
24376,0.465312
24377,0.58496
24382,0.628135
24387,0.744509
24391,0.731217
24397,0.147447
24398,0.139945
24399,0.213548
24403,0.619662
24405,0.262287
24406,0.0538968
24407,0.251125
24408,0.0525542
24409,0.0424424
24421,0.0571657
24429,0.406249
24430,0.415797
24436,0.549649
24442,0.501972
24443,0.482792
24445,0.86015
24446,0.873164
24451,0.923802
24456,0.920158
24457,0.849315
24458,0.711478
24459,0.557949
24466,0.698587
24472,0.699893
24473,0.825119
24474,0.855469
24475,0.631594
24495,0.523716
24508,0.407098
24527,0.668327
24528,0.791779
24530,0.460066
24531,0.583623
24532,0.566841
24533,0.559194
24534,0.685873
24540,0.663178
24545,0.633502
